"BSNSX","FARMX","IRAX","JSSDEDX","WAGEX","ANFEDTXX","ANGVX","ANPVTX","ANRRX","ANSTATXX","BSNSX_","FARMX_","IRAX_","JSSDEDX_","WAGEX_","ANFE_TXX","ANGVX_","ANPVTX_","ANRRX_","ANST_TXX","FEDTXX","GVX","PVTX","RRX","STATXX","FEDTXX_","GVX_","PVTX_","RRX_","STATXX_","HRSPERWK","WKS_WRKD","HRSP_RWK","WKS__RKD","EMPLTYPE","MARITAL","ORIGIN","WHYNOWRK","OCCULIST","EMPL_YPE","MARITAL_","ORIGIN_","WHYN_WRK","OCCU_IST","RACE","SEX","RACE_","SEX_","AGE","MEDICARE","PAYPERD","ANYRAIL","ANYSSINC","STA_SUPP","US_SUPP","SS_RRQ","SLFEMPSS","SS_RRX","SUPPX","GROSPAYX","SOCRRX","MEMBNO","CU_CODE1","EDUCA","IN_COLL","ARM_FORC","SCHLNCHX","SCHLNCHQ","AGE_","MEDI_ARE","PAYPERD_","ANYRAIL_","ANYS_INC","STA__UPP","US_SUPP_","CU_C_DE1","EDUCA_","IN_COLL_","ARM__ORC","SS_RRQ_","SLFE_PSS","SS_RRX_","SUPPX_","GROS_AYX","SOCRRX_","SCHL_CHX","SCHL_CHQ","NEWID"
.,.,.,3825,50000,.,.,.,.,.,"A","A","A","D","D","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",60,52,"D","D","1","1","4",,"05","D","D","D","A","D","1","1","D","D",49,,,"2","2","2","2",.,0,.,.,.,0,2,"2","40","3","2",.,.,"D","A","A","D","D","D","D","D","D","D","D","A","D","A","A","C","D","A","A",380271
.,.,.,689,9000,.,.,.,.,.,"A","A","A","D","D","B","A","A","A","B",.,.,.,.,.,"C","A","A","A","C",30,52,"D","D","1","1","4",,"09","D","D","D","A","D","1","2","D","D",46,,"1","2","2","2","2",.,0,.,.,.,0,1,"1","39","1","2",.,.,"D","A","D","D","D","D","D","D","D","D","D","A","D","A","A","C","D","A","A",380272
.,.,.,3825,50000,.,.,.,.,.,"A","A","A","D","D","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",60,52,"D","D","1","1","4",,"05","D","D","D","A","D","1","1","D","D",49,,,"2","2","2","2",.,0,.,.,.,0,2,"2","40","3","2",.,.,"D","A","A","D","D","D","D","D","D","D","D","A","D","A","A","C","D","A","A",380272
45000,.,.,6885,.,.,.,.,.,.,"D","A","A","D","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",45,40,"D","D","5","4","1",,"15","D","D","D","A","D","1","1","D","D",35,,,"2","2","2","2",.,6885,.,.,.,0,1,"1","39","3","2",.,.,"D","A","A","D","D","D","D","D","D","D","D","A","D","A","A","A","D","A","A",380281
45000,.,.,6885,.,.,.,.,.,.,"D","A","A","D","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",45,40,"D","D","5","4","1",,"15","D","D","D","A","D","1","1","D","D",72,,,"2","2","2","2",.,6885,.,.,.,0,1,"1","39","3",,.,.,"D","A","A","D","D","D","D","D","D","D","A","A","D","A","A","A","D","A","A",380282
.,.,.,2372,31000,3496,.,1851,.,720,"A","A","A","D","D","D","A","D","A","D",68,.,36,.,14,"D","A","D","A","D",50,52,"D","D","1","5","1",,"11","D","D","D","A","D","1","1","D","D",28,,"1","2","2","2","2",.,0,.,.,603,0,1,"1","41","3","2",.,.,"D","A","D","D","D","D","D","D","D","D","D","A","D","A","A","D","D","A","A",380291
.,.,.,2372,31000,3496,.,1851,.,720,"A","A","A","D","D","D","A","D","A","D",68,.,36,.,14,"D","A","D","A","D",50,52,"D","D","1","5","1",,"11","D","D","D","A","D","1","1","D","D",28,,"1","2","2","2","2",.,0,.,.,603,0,1,"1","41","3","2",.,.,"D","A","D","D","D","D","D","D","D","D","D","A","D","A","A","D","D","A","A",380292
.,.,.,2295,30000,.,.,.,.,.,"A","A","A","D","D","B","A","A","A","B",.,.,.,.,.,"C","A","A","A","C",40,43,"D","D","1","1","4",,"12","D","D","D","A","D","1","1","D","D",48,,"2","2","2","2","2",.,0,.,.,1150,0,1,"1","39","3","2",.,.,"D","A","D","D","D","D","D","D","D","D","D","A","D","A","A","D","D","A","A",380301
.,.,.,2066,27000,.,.,.,.,.,"A","A","C","D","D","B","A","A","A","B",.,.,.,.,.,"C","A","A","A","C",32,52,"D","D","1","1","4",,"07","D","D","D","A","D","1","2","D","D",45,,"1","2","2","2","2",.,0,.,.,520,0,2,"2","40","3","2",.,.,"D","A","D","D","D","D","D","D","D","D","D","A","D","A","A","D","D","A","A",380301
.,.,.,2295,30000,.,.,.,.,.,"A","A","A","D","D","B","A","A","A","B",.,.,.,.,.,"C","A","A","A","C",40,43,"D","D","1","1","4",,"12","D","D","D","A","D","1","1","D","D",48,,"2","2","2","2","2",.,0,.,.,1150,0,1,"1","39","3","2",.,.,"D","A","D","D","D","D","D","D","D","D","D","A","D","A","A","D","D","A","A",380302
.,.,.,2066,27000,.,.,.,.,.,"A","A","C","D","D","B","A","A","A","B",.,.,.,.,.,"C","A","A","A","C",32,52,"D","D","1","1","4",,"07","D","D","D","A","D","1","2","D","D",45,,"1","2","2","2","2",.,0,.,.,520,0,2,"2","40","3","2",.,.,"D","A","D","D","D","D","D","D","D","D","D","A","D","A","A","D","D","A","A",380302
.,.,.,.,.,.,.,.,.,.,"A","A","A","A","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",.,0,"A","D",,"5","4","3",,"A","D","D","D","A","1","1","D","D",19,,,"2","2","2","2",.,.,.,.,.,0,1,"1","40","1","2",.,.,"D","A","A","D","D","D","D","D","D","D","D","A","A","A","A","A","D","A","A",380311
.,.,.,.,.,.,.,.,.,.,"A","A","A","A","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",.,0,"A","D",,"5","4","3",,"A","D","D","D","A","1","1","D","D",19,,,"2","2","2","2",.,.,.,.,.,0,1,"1","40","1","2",.,.,"D","A","A","D","D","D","D","D","D","D","D","A","A","A","A","A","D","A","A",380312
.,.,.,0,.,.,.,.,.,.,"A","A","A","D","B","B","B","B","B","B",.,.,.,.,.,"B","B","B","B","B",5,52,"D","D","1","3","1",,"01","D","D","D","A","D","1","1","D","D",38,,,"2","2","2","2",.,0,.,.,.,0,1,"1","43","3","2",.,.,"D","A","B","D","D","D","D","D","D","D","D","A","D","A","A","B","D","A","A",380321
.,.,.,0,.,.,.,.,.,.,"A","A","A","D","B","B","B","B","B","B",.,.,.,.,.,"B","B","B","B","B",5,52,"D","D","1","3","1",,"01","D","D","D","A","D","1","1","D","D",38,,,"2","2","2","2",.,0,.,.,.,0,1,"1","43","3","2",.,.,"D","A","B","D","D","D","D","D","D","D","D","A","D","A","A","B","D","A","A",380322
.,.,.,2525,33000,3606,1920,.,.,1401,"A","A","A","D","D","D","D","A","A","D",139,74,.,.,54,"D","D","A","A","D",40,52,"D","D","2","3","4",,"04","D","D","D","A","D","1","2","D","D",54,,"2","2","2","2","2",.,0,.,.,1272,0,1,"1","39","3","2",.,.,"D","A","D","D","D","D","D","D","D","D","D","A","D","A","A","D","D","A","A",380331
.,.,.,2525,33000,3606,1920,.,.,1401,"A","A","A","D","D","D","D","A","A","D",139,74,.,.,54,"D","D","A","A","D",40,52,"D","D","2","3","4",,"04","D","D","D","A","D","1","2","D","D",54,,"2","2","2","2","2",.,0,.,.,1272,0,1,"1","39","3","2",.,.,"D","A","D","D","D","D","D","D","D","D","D","A","D","A","A","D","D","A","A",380332
.,.,.,0,.,.,.,.,.,.,"A","A","A","D","C","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",40,4,"D","D","1","5","1",,"11","D","D","D","A","D","1","1","D","D",20,,,"2","2","2","2",.,0,.,.,.,0,2,"1","11",,"2",.,.,"D","A","A","D","D","D","D","D","D","A","D","A","D","A","A","C","D","A","A",380341
.,.,.,0,.,.,.,.,.,.,"A","A","A","D","C","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",40,4,"D","D","1","5","1",,"11","D","D","D","A","D","1","1","D","D",20,,,"2","2","2","2",.,0,.,.,.,0,2,"1","11",,"2",.,.,"D","A","A","D","D","D","D","D","D","A","D","A","D","A","A","C","D","A","A",380342
.,.,.,0,.,.,.,.,.,.,"A","A","A","D","C","B","A","B","A","A",.,.,.,.,.,"C","A","C","A","A",40,52,"D","D","1","1","2",,"06","D","D","D","A","D","1","1","D","D",48,,"1","2","2","2","2",.,0,.,.,.,0,1,"1","09",,"2",.,.,"D","A","D","D","D","D","D","D","D","A","D","A","D","A","A","C","D","A","A",380351
.,.,.,0,.,.,.,.,.,.,"A","A","A","D","C","B","A","A","A","A",.,.,.,.,.,"C","A","A","A","A",40,36,"D","D","1","1","2",,"10","D","D","D","A","D","1","2","D","D",53,,"2","2","2","2","2",.,0,.,.,.,0,2,"2","02",,"2",.,.,"D","A","D","D","D","D","D","D","D","A","D","A","D","A","A","C","D","A","A",380351
.,.,.,995,13000,.,.,.,.,.,"A","A","A","D","D","B","A","A","A","A",.,.,.,.,.,"C","A","A","A","A",40,40,"D","D","1","5","2",,"04","D","D","D","A","D","1","2","D","D",22,,"2","2","2","2","2",.,0,.,.,650,0,3,"3","39","3","2",.,.,"D","A","D","D","D","D","D","D","D","D","D","A","D","A","A","D","D","A","A",380351
.,.,.,.,.,.,.,.,.,.,"A","A","A","A","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",.,0,"A","D",,"5","2","3",,"A","D","D","D","A","1","1","D","D",15,,,"2","2","2","2",.,.,.,.,.,0,4,"3","07",,,.,.,"D","A","A","D","D","D","D","D","D","A","A","A","A","A","A","A","D","A","A",380351
.,.,.,967,12640,.,.,.,.,.,"A","A","A","D","D","B","A","A","A","A",.,.,.,.,.,"C","A","A","A","A",27,52,"D","D","1","5","2",,"10","D","D","D","A","D","1","2","D","D",18,,"2","2","2","2","2",.,0,.,.,.,0,5,"3","11",,"2",.,.,"D","A","D","D","D","D","D","D","D","A","D","A","D","A","A","C","D","A","A",380351
.,.,.,0,.,.,.,.,.,.,"A","A","A","D","C","B","A","B","A","A",.,.,.,.,.,"C","A","C","A","A",40,52,"D","D","1","1","2",,"06","D","D","D","A","D","1","1","D","D",48,,"1","2","2","2","2",.,0,.,.,.,0,1,"1","09",,"2",.,.,"D","A","D","D","D","D","D","D","D","A","D","A","D","A","A","C","D","A","A",380352
.,.,.,0,.,.,.,.,.,.,"A","A","A","D","C","B","A","A","A","A",.,.,.,.,.,"C","A","A","A","A",40,36,"D","D","1","1","2",,"10","D","D","D","A","D","1","2","D","D",53,,"2","2","2","2","2",.,0,.,.,.,0,2,"2","02",,"2",.,.,"D","A","D","D","D","D","D","D","D","A","D","A","D","A","A","C","D","A","A",380352
.,.,.,995,13000,.,.,.,.,.,"A","A","A","D","D","B","A","A","A","A",.,.,.,.,.,"C","A","A","A","A",40,40,"D","D","1","5","2",,"04","D","D","D","A","D","1","2","D","D",22,,"2","2","2","2","2",.,0,.,.,650,0,3,"3","39","3","2",.,.,"D","A","D","D","D","D","D","D","D","D","D","A","D","A","A","D","D","A","A",380352
.,.,.,.,.,.,.,.,.,.,"A","A","A","A","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",.,0,"A","D",,"5","2","3",,"A","D","D","D","A","1","1","D","D",15,,,"2","2","2","2",.,.,.,.,.,0,4,"3","07",,,.,.,"D","A","A","D","D","D","D","D","D","A","A","A","A","A","A","A","D","A","A",380352
.,.,.,967,12640,.,.,.,.,.,"A","A","A","D","D","B","A","A","A","A",.,.,.,.,.,"C","A","A","A","A",27,52,"D","D","1","5","2",,"10","D","D","D","A","D","1","2","D","D",18,,"2","2","2","2","2",.,0,.,.,.,0,5,"3","11",,"2",.,.,"D","A","D","D","D","D","D","D","D","A","D","A","D","A","A","C","D","A","A",380352
130000,.,.,9634,.,.,.,.,.,.,"D","A","A","T","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",50,52,"D","D","5","1","1",,"03","D","D","D","A","D","1","1","D","D",38,,,"2","2","2","2",.,16227,.,.,.,0,1,"1","46","3","2",.,.,"D","A","A","D","D","D","D","D","D","D","D","A","T","A","A","A","D","A","A",380361
.,.,.,0,.,.,.,.,.,.,"A","B","A","D","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",5,52,"D","D","5","1","1",,"13","D","D","D","A","D","1","2","D","D",34,,,"2","2","2","2",.,0,.,.,.,0,2,"2","39","3","2",.,.,"D","A","A","D","D","D","D","D","D","D","D","A","D","A","A","A","D","A","A",380361
.,.,.,.,.,.,.,.,.,.,"A","A","A","A","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",.,.,"A","A",,"5","1",,,"A","D","D","A","A","1","1","D","D",10,,,,,,,.,.,.,.,.,.,3,"3",,,,.,.,"D","A","A","A","A","A","A","D","A","A","A","A","A","A","A","A","A","A","A",380361
.,.,.,.,.,.,.,.,.,.,"A","A","A","A","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",.,.,"A","A",,"5","1",,,"A","D","D","A","A","1","2","D","D",9,,,,,,,.,.,.,.,.,.,4,"3",,,,.,.,"D","A","A","A","A","A","A","D","A","A","A","A","A","A","A","A","A","A","A",380361
.,.,.,.,.,.,.,.,.,.,"A","A","A","A","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",.,.,"A","A",,"5","1",,,"A","D","D","A","A","1","1","D","D",7,,,,,,,.,.,.,.,.,.,5,"3",,,,.,.,"D","A","A","A","A","A","A","D","A","A","A","A","A","A","A","A","A","A","A",380361
130000,.,.,9634,.,.,.,.,.,.,"D","A","A","T","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",50,52,"D","D","5","1","1",,"03","D","D","D","A","D","1","1","D","D",38,,,"2","2","2","2",.,16227,.,.,.,0,1,"1","46","3","2",.,.,"D","A","A","D","D","D","D","D","D","D","D","A","T","A","A","A","D","A","A",380362
.,.,.,0,.,.,.,.,.,.,"A","B","A","D","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",5,52,"D","D","5","1","1",,"13","D","D","D","A","D","1","2","D","D",34,,,"2","2","2","2",.,0,.,.,.,0,2,"2","39","3","2",.,.,"D","A","A","D","D","D","D","D","D","D","D","A","D","A","A","A","D","A","A",380362
.,.,.,.,.,.,.,.,.,.,"A","A","A","A","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",.,.,"A","A",,"5","1",,,"A","D","D","A","A","1","1","D","D",10,,,,,,,.,.,.,.,.,.,3,"3",,,,.,.,"D","A","A","A","A","A","A","D","A","A","A","A","A","A","A","A","A","A","A",380362
.,.,.,.,.,.,.,.,.,.,"A","A","A","A","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",.,.,"A","A",,"5","1",,,"A","D","D","A","A","1","2","D","D",9,,,,,,,.,.,.,.,.,.,4,"3",,,,.,.,"D","A","A","A","A","A","A","D","A","A","A","A","A","A","A","A","A","A","A",380362
.,.,.,.,.,.,.,.,.,.,"A","A","A","A","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",.,.,"A","A",,"5","1",,,"A","D","D","A","A","1","1","D","D",7,,,,,,,.,.,.,.,.,.,5,"3",,,,.,.,"D","A","A","A","A","A","A","D","A","A","A","A","A","A","A","A","A","A","A",380362
.,.,.,.,.,.,.,.,.,.,"A","A","A","A","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",.,0,"A","D",,"2","1","1",,"A","D","D","D","A","1","1","D","D",74,"1",,"2","1","2","2",12,.,956,.,.,12072,1,"1","39","3",,.,.,"D","D","A","D","D","D","D","D","D","D","A","D","A","D","A","A","D","A","A",380371
.,.,.,.,.,.,.,.,.,.,"A","A","A","A","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",.,0,"A","D",,"2","1","1",,"A","D","D","D","A","1","1","D","D",74,"1",,"2","1","2","2",12,.,956,.,.,12072,1,"1","39","3",,.,.,"D","D","A","D","D","D","D","D","D","D","A","D","A","D","A","A","D","A","A",380372
.,.,.,.,.,.,.,.,.,.,"A","A","A","A","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",.,0,"A","D",,"3","4","4",,"A","D","D","D","A","1","2","D","D",59,"1",,"2","1","1","1",12,.,284,.,.,4008,1,"1","40","3","2",.,.,"D","D","A","D","D","D","D","D","D","D","D","D","A","D","B","A","D","A","A",380381
.,.,.,.,.,.,.,.,.,.,"A","A","A","A","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",.,0,"A","D",,"3","4","4",,"A","D","D","D","A","1","2","D","D",59,"1",,"2","1","1","1",12,.,284,.,.,4008,1,"1","40","3","2",.,.,"D","D","A","D","D","D","D","D","D","D","D","D","A","D","B","A","D","A","A",380382
.,.,.,3978,52000,.,.,.,.,.,"A","A","A","D","D","B","A","B","A","B",.,.,.,.,.,"C","A","C","A","C",40,52,"D","D","1","1","3",,"04","D","D","D","A","D","2","1","D","D",53,,"2","2","2","2","2",.,0,.,.,2000,0,1,"1","41","3","2",.,.,"D","A","D","D","D","D","D","D","D","D","D","A","D","A","A","D","D","A","A",380391
.,.,.,2678,35000,.,.,.,.,.,"A","A","A","D","D","B","B","A","A","B",.,.,.,.,.,"C","C","A","A","C",40,52,"D","D","4","1","3",,"04","D","D","D","A","D","2","2","D","D",49,,"2","2","2","2","2",.,0,.,.,1500,0,2,"2","41","3","2",.,.,"D","A","D","D","D","D","D","D","D","D","D","A","D","A","A","D","D","A","A",380391
