"UCC","AMOUNT","NEWID","PUB_FLAG","AMOUNT_"
"980010",1,360452,"1",
"980020",26,360452,"1",
"980030",1,360452,"1",
"980040",1,360452,"1",
"980070",31500,360452,"1",
"980090",100,360452,"1",
"980220",100,360452,"1",
"980230",100,360452,"1",
"980280",100,360452,"1",
"980310",100,360452,"1",
"980330",100,360452,"1",
"900030",12408,360461,"1",
"900040",9420,360461,"1",
"900050",3500,360461,"1",
"900080",400,360461,"1",
"950000",281,360461,"1",
"950010",109,360461,"1",
"980000",25728,360461,"1",
"980010",1,360461,"1",
"980020",86,360461,"1","T"
"980040",1,360461,"1",
"980060",1,360461,"1",
"980070",25338,360461,"1",
"980090",100,360461,"1",
"980210",100,360461,"1",
"980230",100,360461,"1",
"980280",100,360461,"1",
"980310",100,360461,"1",
"980330",100,360461,"1",
"900030",12408,360462,"1",
"900040",9420,360462,"1",
"900050",3500,360462,"1",
"900080",400,360462,"1",
"950000",281,360462,"1",
"950010",109,360462,"1",
"980000",25728,360462,"1",
"980010",1,360462,"1",
"980020",86,360462,"1","T"
"980040",1,360462,"1",
"980060",1,360462,"1",
"980070",25338,360462,"1",
"980090",100,360462,"1",
"980210",100,360462,"1",
"980230",100,360462,"1",
"980280",100,360462,"1",
"980310",100,360462,"1",
"980330",100,360462,"1",
"980010",2,360471,"1",
"980020",42,360471,"1",
"980030",2,360471,"1",
"980040",2,360471,"1",
"980220",100,360471,"1",
"980260",100,360471,"1",
"980280",100,360471,"1",
"980300",100,360471,"1",
"980330",100,360471,"1",
"980010",2,360472,"1",
"980020",42,360472,"1",
"980030",2,360472,"1",
"980040",2,360472,"1",
"980220",100,360472,"1",
"980260",100,360472,"1",
"980280",100,360472,"1",
"980300",100,360472,"1",
"980330",100,360472,"1",
"800940",1492,360481,"1",
"900000",19500,360481,"1",
"950001",-1800,360481,"1",
"980000",19500,360481,"1",
"980010",3,360481,"1",
"980020",49,360481,"1",
"980030",2,360481,"1",
"980040",2,360481,"1",
"980050",1,360481,"1",
"980070",21300,360481,"1",
"980090",100,360481,"1",
"980210",100,360481,"1",
"980240",100,360481,"1",
"980280",100,360481,"1",
"980300",100,360481,"1",
"980330",100,360481,"1",
"800940",1492,360482,"1",
"900000",19500,360482,"1",
"950001",-1800,360482,"1",
"980000",19500,360482,"1",
"980010",3,360482,"1",
"980020",49,360482,"1",
"980030",2,360482,"1",
"980040",2,360482,"1",
"980050",1,360482,"1",
"980070",21300,360482,"1",
"980090",100,360482,"1",
"980210",100,360482,"1",
"980240",100,360482,"1",
"980280",100,360482,"1",
"980300",100,360482,"1",
"980330",100,360482,"1",
"800932",2000,360491,"1",
"800940",8033,360491,"1",
"900000",105000,360491,"1",
"950001",-1300,360491,"1",
"950011",-10,360491,"1",
"980000",105000,360491,"1",
"980010",2,360491,"1",
"980020",47,360491,"1",
"980030",2,360491,"1",
"980040",2,360491,"1",
"980070",106310,360491,"1",
"980090",100,360491,"1",
"980210",100,360491,"1",
"980230",100,360491,"1",
"980280",100,360491,"1",
"980310",100,360491,"1",
"980330",100,360491,"1",
"800932",2000,360492,"1",
"800940",8033,360492,"1",
"900000",105000,360492,"1",
"950001",-1300,360492,"1",
"950011",-10,360492,"1",
"980000",105000,360492,"1",
"980010",2,360492,"1",
"980020",47,360492,"1",
"980030",2,360492,"1",
"980040",2,360492,"1",
"980070",106310,360492,"1",
"980090",100,360492,"1",
"980210",100,360492,"1",
"980230",100,360492,"1",
"980280",100,360492,"1",
"980310",100,360492,"1",
"980330",100,360492,"1",
"800700",7,360501,"1",
"800940",3978,360501,"1",
"900000",52000,360501,"1",
"900131",29637,360501,"1","T"
"950001",-2500,360501,"1",
"950011",-40,360501,"1",
"950022",1900,360501,"1",
"980000",81637,360501,"1","T"
"980010",5,360501,"1",
"980020",42,360501,"1",
"980030",3,360501,"1",
"980040",3,360501,"1",
"980050",3,360501,"1",
"980070",82277,360501,"1","T"
"980090",100,360501,"1",
"980220",100,360501,"1",
"980230",100,360501,"1",
"980280",100,360501,"1",
"980310",100,360501,"1",
"980330",100,360501,"1",
"800700",7,360502,"1",
"800940",3978,360502,"1",
"900000",52000,360502,"1",
"900131",29637,360502,"1","T"
"950001",-2500,360502,"1",
"950011",-40,360502,"1",
"950022",1900,360502,"1",
"980000",81637,360502,"1","T"
"980010",5,360502,"1",
"980020",42,360502,"1",
"980030",3,360502,"1",
"980040",3,360502,"1",
"980050",3,360502,"1",
"980070",82277,360502,"1","T"
"980090",100,360502,"1",
"980220",100,360502,"1",
"980230",100,360502,"1",
"980280",100,360502,"1",
"980310",100,360502,"1",
"980330",100,360502,"1",
"900030",1200,360511,"1",
"950001",-1000,360511,"1",
"950011",-500,360511,"1",
"980000",1200,360511,"1",
"980010",3,360511,"1",
"980020",55,360511,"1",
"980030",1,360511,"1",
"980060",2,360511,"1",
"980070",2700,360511,"1",
"980090",100,360511,"1",
"980210",100,360511,"1",
"980240",100,360511,"1",
"980280",100,360511,"1",
"980310",100,360511,"1",
"900030",1200,360512,"1",
"950001",-1000,360512,"1",
"950011",-500,360512,"1",
"980000",1200,360512,"1",
"980010",3,360512,"1",
"980020",55,360512,"1",
"980030",1,360512,"1",
"980060",2,360512,"1",
"980070",2700,360512,"1",
"980090",100,360512,"1",
"980210",100,360512,"1",
"980240",100,360512,"1",
"980280",100,360512,"1",
"980310",100,360512,"1",
"800940",573,360521,"1",
"900000",39500,360521,"1",
"950000",5793,360521,"1",
"950001",-2000,360521,"1",
"950010",1106,360521,"1",
"950011",-100,360521,"1",
"950021",4000,360521,"1",
"980000",39500,360521,"1",
"980010",1,360521,"1",
"980020",64,360521,"1",
"980030",1,360521,"1",
"980040",1,360521,"1",
"980070",30701,360521,"1",
"980090",100,360521,"1",
"980220",100,360521,"1",
"980230",100,360521,"1",
"980280",100,360521,"1",
"980310",100,360521,"1",
"980330",100,360521,"1",
"800940",573,360522,"1",
"900000",39500,360522,"1",
"950000",5793,360522,"1",
"950001",-2000,360522,"1",
"950010",1106,360522,"1",
"950011",-100,360522,"1",
"950021",4000,360522,"1",
"980000",39500,360522,"1",
"980010",1,360522,"1",
"980020",64,360522,"1",
"980030",1,360522,"1",
"980040",1,360522,"1",
"980070",30701,360522,"1",
"980090",100,360522,"1",
"980220",100,360522,"1",
"980230",100,360522,"1",
"980280",100,360522,"1",
"980310",100,360522,"1",
"980330",100,360522,"1",
"800940",2448,360531,"1",
"900000",32000,360531,"1",
"950000",974,360531,"1",
"950000",1425,360531,"1",
"950010",1057,360531,"1",
"950010",300,360531,"1",
"980000",32000,360531,"1",
"980010",3,360531,"1",
"980020",28,360531,"1",
"980030",1,360531,"1",
"980040",1,360531,"1",
"980050",1,360531,"1",
"980070",28244,360531,"1",
"980210",100,360531,"1",
"980260",100,360531,"1",
"980280",100,360531,"1",
"980310",100,360531,"1",
"980330",100,360531,"1",
"800940",2448,360532,"1",
"900000",32000,360532,"1",
"950000",974,360532,"1",
"950000",1425,360532,"1",
"950010",1057,360532,"1",
"950010",300,360532,"1",
"980000",32000,360532,"1",
"980010",3,360532,"1",
"980020",28,360532,"1",
"980030",1,360532,"1",
"980040",1,360532,"1",
"980050",1,360532,"1",
"980070",28244,360532,"1",
"980210",100,360532,"1",
"980260",100,360532,"1",
"980280",100,360532,"1",
"980310",100,360532,"1",
"980330",100,360532,"1",
"900030",29424,360541,"1",
"900040",42000,360541,"1",
"900070",-2000,360541,"1",
"900080",35000,360541,"1",
"900132",7000,360541,"1",
"950000",71293,360541,"1","T"
"950021",13858,360541,"1","T"
"980000",111424,360541,"1",
"980010",2,360541,"1",
"980020",75,360541,"1",
"980040",3,360541,"1",
"980060",2,360541,"1",
"980070",26273,360541,"1","T"
"980090",100,360541,"1",
"980210",100,360541,"1",
"980230",100,360541,"1",
"980280",100,360541,"1",
"980310",100,360541,"1",
"980330",100,360541,"1",
"900030",29424,360542,"1",
"900040",42000,360542,"1",
"900070",-2000,360542,"1",
"900080",35000,360542,"1",
"900132",7000,360542,"1",
"950000",71293,360542,"1","T"
"950021",13858,360542,"1","T"
"980000",111424,360542,"1",
"980010",2,360542,"1",
"980020",75,360542,"1",
"980040",3,360542,"1",
"980060",2,360542,"1",
"980070",26273,360542,"1","T"
"980090",100,360542,"1",
"980210",100,360542,"1",
"980230",100,360542,"1",
"980280",100,360542,"1",
"980310",100,360542,"1",
"980330",100,360542,"1",
"800940",3312,360551,"1",
"900000",43300,360551,"1",
"950001",-650,360551,"1",
"950010",32,360551,"1",
"980000",43300,360551,"1",
"980010",3,360551,"1",
"980020",26,360551,"1",
"980030",2,360551,"1",
"980040",2,360551,"1",
"980050",1,360551,"1",
"980070",43918,360551,"1",
"980210",100,360551,"1",
"980260",100,360551,"1",
"980280",100,360551,"1",
"980310",100,360551,"1",
"980330",100,360551,"1",
"800940",3312,360552,"1",
"900000",43300,360552,"1",
"950001",-650,360552,"1",
"950010",32,360552,"1",
"980000",43300,360552,"1",
"980010",3,360552,"1",
"980020",26,360552,"1",
"980030",2,360552,"1",
"980040",2,360552,"1",
"980050",1,360552,"1",
"980070",43918,360552,"1",
"980210",100,360552,"1",
"980260",100,360552,"1",
"980280",100,360552,"1",
"980310",100,360552,"1",
"980330",100,360552,"1",
"800940",230,360561,"1",
"900000",3000,360561,"1",
"980000",3000,360561,"1",
"980010",1,360561,"1",
"980020",22,360561,"1",
"980030",1,360561,"1",
"980040",1,360561,"1",
"980070",3000,360561,"1",
"980220",100,360561,"1",
"980260",100,360561,"1",
"980280",100,360561,"1",
"980310",100,360561,"1",
"980330",100,360561,"1",
"800940",230,360562,"1",
"900000",3000,360562,"1",
"980000",3000,360562,"1",
"980010",1,360562,"1",
"980020",22,360562,"1",
"980030",1,360562,"1",
"980040",1,360562,"1",
"980070",3000,360562,"1",
"980220",100,360562,"1",
"980260",100,360562,"1",
"980280",100,360562,"1",
"980310",100,360562,"1",
"980330",100,360562,"1",
"800940",4820,360571,"1",
"900000",63000,360571,"1",
"900100",680,360571,"1",
"950000",13060,360571,"1",
"950010",5242,360571,"1",
"980000",63680,360571,"1",
"980010",4,360571,"1",
"980020",49,360571,"1",
"980030",4,360571,"1",
"980040",2,360571,"1",
"980070",45378,360571,"1",
"980090",100,360571,"1",
"980210",100,360571,"1",
"980230",100,360571,"1",
"980270",100,360571,"1",
"980300",100,360571,"1",
"980330",100,360571,"1",
"800940",4820,360572,"1",
"900000",63000,360572,"1",
"900100",680,360572,"1",
"950000",13060,360572,"1",
"950010",5242,360572,"1",
"980000",63680,360572,"1",
"980010",4,360572,"1",
"980020",49,360572,"1",
"980030",4,360572,"1",
"980040",2,360572,"1",
"980070",45378,360572,"1",
"980090",100,360572,"1",
"980210",100,360572,"1",
"980230",100,360572,"1",
"980270",100,360572,"1",
"980300",100,360572,"1",
"980330",100,360572,"1",
"980010",1,360581,"1",
"980020",28,360581,"1",
"980040",1,360581,"1",
"980090",100,360581,"1",
"980220",100,360581,"1",
"980230",100,360581,"1",
"980280",100,360581,"1",
"980310",100,360581,"1",
"980330",100,360581,"1",
"980010",1,360582,"1",
"980020",28,360582,"1",
"980040",1,360582,"1",
"980090",100,360582,"1",
"980220",100,360582,"1",
"980230",100,360582,"1",
"980280",100,360582,"1",
"980310",100,360582,"1",
"980330",100,360582,"1",
"800700",1690,360591,"1",
"800910",5052,360591,"1",
"800931",1953,360591,"1",
"800940",6625,360591,"1",
"900000",96000,360591,"1",
"900131",5000,360591,"1",
"950000",8750,360591,"1",
"950001",-3000,360591,"1",
"950010",3307,360591,"1",
"950011",-1500,360591,"1",
"980000",101000,360591,"1",
"980010",5,360591,"1",
"980020",29,360591,"1",
"980030",2,360591,"1",
"980040",2,360591,"1",
"980050",2,360591,"1",
"980070",93443,360591,"1",
"980090",100,360591,"1",
"980210",100,360591,"1",
"980230",100,360591,"1",
"980280",100,360591,"1",
"980310",100,360591,"1",
"980330",100,360591,"1",
"800700",1690,360592,"1",
"800910",5052,360592,"1",
"800931",1953,360592,"1",
"800940",6625,360592,"1",
"900000",96000,360592,"1",
"900131",5000,360592,"1",
"950000",8750,360592,"1",
"950001",-3000,360592,"1",
"950010",3307,360592,"1",
"950011",-1500,360592,"1",
"980000",101000,360592,"1",
"980010",5,360592,"1",
"980020",29,360592,"1",
"980030",2,360592,"1",
"980040",2,360592,"1",
"980050",2,360592,"1",
"980070",93443,360592,"1",
"980090",100,360592,"1",
"980210",100,360592,"1",
"980230",100,360592,"1",
"980280",100,360592,"1",
"980310",100,360592,"1",
"980330",100,360592,"1",
"800940",1148,360601,"1",
"900000",15000,360601,"1",
"900030",6960,360601,"1",
"900090",636,360601,"1",
"980000",22596,360601,"1",
"980010",2,360601,"1",
"980020",59,360601,"1",
"980030",1,360601,"1",
"980040",1,360601,"1",
"980060",1,360601,"1",
"980070",22596,360601,"1",
"980220",100,360601,"1",
"980260",100,360601,"1",
"980280",100,360601,"1",
"980310",100,360601,"1",
"980330",100,360601,"1",
"800940",1148,360602,"1",
"900000",15000,360602,"1",
"900030",6960,360602,"1",
"900090",636,360602,"1",
"980000",22596,360602,"1",
"980010",2,360602,"1",
"980020",59,360602,"1",
"980030",1,360602,"1",
"980040",1,360602,"1",
"980060",1,360602,"1",
"980070",22596,360602,"1",
"980220",100,360602,"1",
"980260",100,360602,"1",
"980280",100,360602,"1",
"980310",100,360602,"1",
"980330",100,360602,"1",
"800940",5891,360611,"1",
"900000",77000,360611,"1",
"950001",-1800,360611,"1",
"980000",77000,360611,"1",
"980010",5,360611,"1",
"980020",26,360611,"1",
"980030",2,360611,"1",
"980040",2,360611,"1",
"980050",3,360611,"1",
"980070",78800,360611,"1",
"980090",100,360611,"1",
"980210",100,360611,"1",
"980230",100,360611,"1",
"980280",100,360611,"1",
"980310",100,360611,"1",
"980330",100,360611,"1",
"800940",5891,360612,"1",
"900000",77000,360612,"1",
"950001",-1800,360612,"1",
"980000",77000,360612,"1",
"980010",5,360612,"1",
"980020",26,360612,"1",
"980030",2,360612,"1",
"980040",2,360612,"1",
"980050",3,360612,"1",
"980070",78800,360612,"1",
"980090",100,360612,"1",
"980210",100,360612,"1",
"980230",100,360612,"1",
"980280",100,360612,"1",
"980310",100,360612,"1",
"980330",100,360612,"1",
"900030",10752,360621,"1",
"900070",600,360621,"1",
"980000",11352,360621,"1",
"980010",2,360621,"1",
"980020",86,360621,"1","T"
"980040",1,360621,"1",
"980060",2,360621,"1",
"980070",11352,360621,"1",
"980090",100,360621,"1",
"980210",100,360621,"1",
"980240",100,360621,"1",
"980280",100,360621,"1",
"980290",100,360621,"1",
"980330",100,360621,"1",
"900030",10752,360622,"1",
"900070",600,360622,"1",
"980000",11352,360622,"1",
"980010",2,360622,"1",
"980020",86,360622,"1","T"
"980040",1,360622,"1",
"980060",2,360622,"1",
"980070",11352,360622,"1",
"980090",100,360622,"1",
"980210",100,360622,"1",
"980240",100,360622,"1",
"980280",100,360622,"1",
"980290",100,360622,"1",
"980330",100,360622,"1",
"800940",10292,360631,"1","T"
"900000",270421,360631,"1","T"
"900050",5000,360631,"1",
"900080",1000,360631,"1",
"950000",38967,360631,"1","T"
"950001",-650,360631,"1",
"950010",670,360631,"1",
"950010",10387,360631,"1","T"
"950022",3000,360631,"1",
"980000",276421,360631,"1","T"
"980010",4,360631,"1",
"980020",39,360631,"1",
"980030",2,360631,"1",
"980040",2,360631,"1",
"980050",2,360631,"1",
"980070",224047,360631,"1","T"
"980090",100,360631,"1",
"980210",100,360631,"1",
"980230",100,360631,"1",
"980280",100,360631,"1",
"980310",100,360631,"1",
"980330",100,360631,"1",
"800940",10292,360632,"1","T"
"900000",270421,360632,"1","T"
"900050",5000,360632,"1",
"900080",1000,360632,"1",
"950000",38967,360632,"1","T"
"950001",-650,360632,"1",
"950010",670,360632,"1",
"950010",10387,360632,"1","T"
"950022",3000,360632,"1",
"980000",276421,360632,"1","T"
"980010",4,360632,"1",
"980020",39,360632,"1",
"980030",2,360632,"1",
"980040",2,360632,"1",
"980050",2,360632,"1",
"980070",224047,360632,"1","T"
"980090",100,360632,"1",
"980210",100,360632,"1",
"980230",100,360632,"1",
"980280",100,360632,"1",
"980310",100,360632,"1",
"980330",100,360632,"1",
"800940",2907,360641,"1",
"900000",38000,360641,"1",
"980000",38000,360641,"1",
"980010",3,360641,"1",
"980020",45,360641,"1",
"980030",1,360641,"1",
"980040",2,360641,"1",
"980050",1,360641,"1",
"980070",38000,360641,"1",
"980090",100,360641,"1",
"980210",100,360641,"1",
"980230",100,360641,"1",
"980280",100,360641,"1",
"980300",100,360641,"1",
"980330",100,360641,"1",
"800940",2907,360642,"1",
"900000",38000,360642,"1",
"980000",38000,360642,"1",
"980010",3,360642,"1",
"980020",45,360642,"1",
"980030",1,360642,"1",
"980040",2,360642,"1",
"980050",1,360642,"1",
"980070",38000,360642,"1",
"980090",100,360642,"1",
"980210",100,360642,"1",
"980230",100,360642,"1",
"980280",100,360642,"1",
"980300",100,360642,"1",
"980330",100,360642,"1",
"900030",16200,360651,"1",
"900040",17000,360651,"1",
"950000",370,360651,"1",
"950022",76,360651,"1",
"980000",33200,360651,"1",
"980010",2,360651,"1",
"980020",74,360651,"1",
"980040",3,360651,"1",
"980060",2,360651,"1",
"980070",32754,360651,"1",
"980090",100,360651,"1",
"980210",100,360651,"1",
"980240",100,360651,"1",
"980280",100,360651,"1",
"980300",100,360651,"1",
"980330",100,360651,"1",
"900030",16200,360652,"1",
"900040",17000,360652,"1",
"950000",370,360652,"1",
"950022",76,360652,"1",
"980000",33200,360652,"1",
"980010",2,360652,"1",
"980020",74,360652,"1",
"980040",3,360652,"1",
"980060",2,360652,"1",
"980070",32754,360652,"1",
"980090",100,360652,"1",
"980210",100,360652,"1",
"980240",100,360652,"1",
"980280",100,360652,"1",
"980300",100,360652,"1",
"980330",100,360652,"1",
"800932",84,360661,"1",
"800940",1432,360661,"1",
"900000",18720,360661,"1",
"900030",8940,360661,"1",
"900080",80,360661,"1",
"950000",2392,360661,"1",
"950001",-700,360661,"1",
"950010",728,360661,"1",
"950010",39,360661,"1",
"980000",27740,360661,"1",
"980010",2,360661,"1",
"980020",47,360661,"1",
"980030",1,360661,"1",
"980040",1,360661,"1",
"980060",1,360661,"1",
"980070",25281,360661,"1",
"980090",100,360661,"1",
"980220",100,360661,"1",
"980230",100,360661,"1",
"980280",100,360661,"1",
"980300",100,360661,"1",
"980330",100,360661,"1",
"800932",84,360662,"1",
"800940",1432,360662,"1",
"900000",18720,360662,"1",
"900030",8940,360662,"1",
"900080",80,360662,"1",
"950000",2392,360662,"1",
"950001",-700,360662,"1",
"950010",728,360662,"1",
"950010",39,360662,"1",
"980000",27740,360662,"1",
"980010",2,360662,"1",
"980020",47,360662,"1",
"980030",1,360662,"1",
"980040",1,360662,"1",
"980060",1,360662,"1",
"980070",25281,360662,"1",
"980090",100,360662,"1",
"980220",100,360662,"1",
"980230",100,360662,"1",
"980280",100,360662,"1",
"980300",100,360662,"1",
"980330",100,360662,"1",
"800931",7241,360671,"1",
"800940",7803,360671,"1",
"900000",102000,360671,"1",
"950000",16931,360671,"1",
"950000",25,360671,"1",
"950010",4353,360671,"1",
"980000",102000,360671,"1",
"980010",7,360671,"1",
"980020",39,360671,"1",
"980030",4,360671,"1",
"980040",4,360671,"1",
"980050",3,360671,"1",
"980070",80691,360671,"1",
"980090",100,360671,"1",
"980220",100,360671,"1",
"980230",100,360671,"1",
"980280",100,360671,"1",
"980300",100,360671,"1",
"980330",100,360671,"1",
"800931",7241,360672,"1",
"800940",7803,360672,"1",
"900000",102000,360672,"1",
"950000",16931,360672,"1",
"950000",25,360672,"1",
"950010",4353,360672,"1",
"980000",102000,360672,"1",
"980010",7,360672,"1",
"980020",39,360672,"1",
"980030",4,360672,"1",
"980040",4,360672,"1",
"980050",3,360672,"1",
"980070",80691,360672,"1",
"980090",100,360672,"1",
"980220",100,360672,"1",
"980230",100,360672,"1",
"980280",100,360672,"1",
"980300",100,360672,"1",
"980330",100,360672,"1",
"800940",10740,360681,"1",
"900000",166000,360681,"1",
"900070",3600,360681,"1",
"900080",200,360681,"1",
"950000",8000,360681,"1",
"980000",169800,360681,"1",
"980010",6,360681,"1",
"980020",38,360681,"1",
"980030",2,360681,"1",
"980040",3,360681,"1",
"980050",4,360681,"1",
"980070",161800,360681,"1",
"980090",100,360681,"1",
"980210",100,360681,"1",
"980230",100,360681,"1",
"980280",100,360681,"1",
"980310",100,360681,"1",
"980330",100,360681,"1",
"800940",10740,360682,"1",
"900000",166000,360682,"1",
"900070",3600,360682,"1",
"900080",200,360682,"1",
"950000",8000,360682,"1",
"980000",169800,360682,"1",
"980010",6,360682,"1",
"980020",38,360682,"1",
"980030",2,360682,"1",
"980040",3,360682,"1",
"980050",4,360682,"1",
"980070",161800,360682,"1",
"980090",100,360682,"1",
"980210",100,360682,"1",
"980230",100,360682,"1",
"980280",100,360682,"1",
"980310",100,360682,"1",
"980330",100,360682,"1",
"800940",8,360691,"1",
"900000",105,360691,"1",
"980000",105,360691,"1",
"980010",1,360691,"1",
"980020",21,360691,"1",
"980030",1,360691,"1",
"980070",105,360691,"1",
"980220",100,360691,"1",
"980260",100,360691,"1",
"980280",100,360691,"1",
"980310",100,360691,"1",
"800940",8,360692,"1",
"900000",105,360692,"1",
"980000",105,360692,"1",
"980010",1,360692,"1",
"980020",21,360692,"1",
"980030",1,360692,"1",
"980070",105,360692,"1",
"980220",100,360692,"1",
"980260",100,360692,"1",
"980280",100,360692,"1",
"980310",100,360692,"1",
"800940",5585,360701,"1",
"900000",73000,360701,"1",
"950001",-4000,360701,"1",
"980000",73000,360701,"1",
"980010",4,360701,"1",
"980020",41,360701,"1",
"980030",2,360701,"1",
"980040",2,360701,"1",
"980050",2,360701,"1",
"980070",77000,360701,"1",
"980090",100,360701,"1",
"980220",100,360701,"1",
"980230",100,360701,"1",
"980280",100,360701,"1",
"980310",100,360701,"1",
"980330",100,360701,"1",
"800940",5585,360702,"1",
"900000",73000,360702,"1",
"950001",-4000,360702,"1",
"980000",73000,360702,"1",
"980010",4,360702,"1",
"980020",41,360702,"1",
"980030",2,360702,"1",
"980040",2,360702,"1",
"980050",2,360702,"1",
"980070",77000,360702,"1",
"980090",100,360702,"1",
"980220",100,360702,"1",
"980230",100,360702,"1",
"980280",100,360702,"1",
"980310",100,360702,"1",
"980330",100,360702,"1",
"800700",40,360711,"1",
"800940",918,360711,"1",
"900000",12000,360711,"1",
"950001",-350,360711,"1",
"980000",12000,360711,"1",
"980010",3,360711,"1",
"980020",60,360711,"1",
"980030",3,360711,"1",
"980040",2,360711,"1",
"980070",12350,360711,"1",
"980210",100,360711,"1",
"980260",100,360711,"1",
"980280",100,360711,"1",
"980310",100,360711,"1",
"980330",100,360711,"1",
"800700",40,360712,"1",
"800940",918,360712,"1",
"900000",12000,360712,"1",
"950001",-350,360712,"1",
"980000",12000,360712,"1",
"980010",3,360712,"1",
"980020",60,360712,"1",
"980030",3,360712,"1",
"980040",2,360712,"1",
"980070",12350,360712,"1",
"980210",100,360712,"1",
"980260",100,360712,"1",
"980280",100,360712,"1",
"980310",100,360712,"1",
"980330",100,360712,"1",
"900030",1200,360721,"1",
"980000",1200,360721,"1",
"980010",2,360721,"1",
