"BSNSX","FARMX","IRAX","JSSDEDX","WAGEX","ANFEDTXX","ANGVX","ANPVTX","ANRRX","ANSTATXX","BSNSX_","FARMX_","IRAX_","JSSDEDX_","WAGEX_","ANFE_TXX","ANGVX_","ANPVTX_","ANRRX_","ANST_TXX","FEDTXX","GVX","PVTX","RRX","STATXX","FEDTXX_","GVX_","PVTX_","RRX_","STATXX_","HRSPERWK","WKS_WRKD","HRSP_RWK","WKS__RKD","EMPLTYPE","MARITAL","ORIGIN","WHYNOWRK","OCCULIST","EMPL_YPE","MARITAL_","ORIGIN_","WHYN_WRK","OCCU_IST","RACE","SEX","RACE_","SEX_","AGE","MEDICARE","PAYPERD","ANYRAIL","ANYSSINC","STA_SUPP","US_SUPP","SS_RRQ","SLFEMPSS","SS_RRX","SUPPX","GROSPAYX","SOCRRX","MEMBNO","CU_CODE1","EDUCA","IN_COLL","ARM_FORC","SCHLNCHX","SCHLNCHQ","AGE_","MEDI_ARE","PAYPERD_","ANYRAIL_","ANYS_INC","STA__UPP","US_SUPP_","CU_C_DE1","EDUCA_","IN_COLL_","ARM__ORC","SS_RRQ_","SLFE_PSS","SS_RRX_","SUPPX_","GROS_AYX","SOCRRX_","SCHL_CHX","SCHL_CHQ","NEWID"
.,.,.,.,.,.,.,.,.,.,"A","A","A","A","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",.,0,"A","D",,"2","4","1",,"A","D","D","D","A","1","1","D","D",85,"1",,"2","1","2","2",12,.,789,.,.,10068,1,"1","40","3",,.,.,"T","D","A","D","D","D","D","D","D","D","A","D","A","D","A","A","D","A","A",360421
.,.,.,.,.,.,.,.,.,.,"A","A","A","A","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",.,0,"A","D",,"2","4","1",,"A","D","D","D","A","1","1","D","D",85,"1",,"2","1","2","2",12,.,789,.,.,10068,1,"1","40","3",,.,.,"T","D","A","D","D","D","D","D","D","D","A","D","A","D","A","A","D","A","A",360422
.,.,.,.,.,.,.,.,.,.,"A","A","A","A","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",.,0,"A","D",,"2","4","1",,"A","D","D","D","A","1","2","D","D",70,"1",,"2","1","2","2",12,.,.,.,.,600,1,"1","40","2",,.,.,"D","D","A","D","D","D","D","D","D","D","A","D","A","C","A","A","D","A","A",360431
.,.,.,.,.,.,.,.,.,.,"A","A","A","A","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",.,0,"A","D",,"2","4","1",,"A","D","D","D","A","1","2","D","D",70,"1",,"2","1","2","2",12,.,.,.,.,600,1,"1","40","2",,.,.,"D","D","A","D","D","D","D","D","D","D","A","D","A","C","A","A","D","A","A",360432
.,.,.,0,.,.,.,.,.,.,"C","A","A","D","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",20,30,"D","D","5","1","1",,"03","D","D","D","A","D","1","1","D","D",76,"1",,"2","1","2","2",12,0,.,.,.,600,1,"1","43","3",,.,.,"D","D","A","D","D","D","D","D","D","D","A","D","D","C","A","A","D","A","A",360441
.,.,.,.,.,.,.,.,.,.,"A","A","A","A","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",.,0,"A","D",,"1","1","1",,"A","D","D","D","A","1","2","D","D",70,"1",,"2","1","2","2",12,.,.,.,.,600,2,"2","42","3",,.,.,"D","D","A","D","D","D","D","D","D","D","A","D","A","C","A","A","D","A","A",360441
.,.,.,0,.,.,.,.,.,.,"C","A","A","D","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",20,30,"D","D","5","1","1",,"03","D","D","D","A","D","1","1","D","D",76,"1",,"2","1","2","2",12,0,.,.,.,600,1,"1","43","3",,.,.,"D","D","A","D","D","D","D","D","D","D","A","D","D","C","A","A","D","A","A",360442
.,.,.,.,.,.,.,.,.,.,"A","A","A","A","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",.,0,"A","D",,"1","1","1",,"A","D","D","D","A","1","2","D","D",70,"1",,"2","1","2","2",12,.,.,.,.,600,2,"2","42","3",,.,.,"D","D","A","D","D","D","D","D","D","D","A","D","A","C","A","A","D","A","A",360442
.,.,.,2295,30000,.,.,.,.,.,"A","A","A","D","D","B","A","A","A","B",.,.,.,.,.,"C","A","A","A","C",43,52,"D","D","1","5","4",,"04","D","D","D","A","D","1","2","D","D",26,,"2","2","2","2","2",.,0,.,.,1228,0,1,"1","42","3","2",.,.,"D","A","D","D","D","D","D","D","D","D","D","A","D","A","A","D","D","A","A",360451
.,.,.,2295,30000,.,.,.,.,.,"A","A","A","D","D","B","A","A","A","B",.,.,.,.,.,"C","A","A","A","C",43,52,"D","D","1","5","4",,"04","D","D","D","A","D","1","2","D","D",26,,"2","2","2","2","2",.,0,.,.,1228,0,1,"1","42","3","2",.,.,"D","A","D","D","D","D","D","D","D","D","D","A","D","A","A","D","D","A","A",360452
.,.,.,.,.,.,.,.,.,.,"A","A","A","A","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",.,0,"A","D",,"2","1","1",,"A","D","D","D","A","1","1","D","D",85,"1",,"2","1","2","2",12,.,984,.,.,12408,1,"1","43","3",,.,.,"T","D","A","D","D","D","D","D","D","D","A","D","A","D","A","A","D","A","A",360461
.,.,.,.,.,.,.,.,.,.,"A","A","A","A","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",.,0,"A","D",,"2","1","1",,"A","D","D","D","A","1","1","D","D",85,"1",,"2","1","2","2",12,.,984,.,.,12408,1,"1","43","3",,.,.,"T","D","A","D","D","D","D","D","D","D","A","D","A","D","A","A","D","A","A",360462
.,.,.,0,.,.,.,.,.,.,"A","A","A","D","C","B","A","A","A","B",.,.,.,.,.,"C","A","A","A","C",40,49,"D","D","1","1","1",,"11","D","D","D","A","D","1","2","D","D",42,,,"2","2","2","2",.,0,.,.,.,0,1,"1","11",,"2",.,.,"D","A","A","D","D","D","D","D","D","A","D","A","D","A","A","C","D","A","A",360471
.,.,.,0,.,.,.,.,.,.,"A","A","A","D","C","B","A","A","A","B",.,.,.,.,.,"C","A","A","A","C",40,50,"D","D","1","1","1",,"12","D","D","D","A","D","1","1","D","D",44,,,"2","2","2","2",.,0,.,.,.,0,2,"2","39","3","2",.,.,"D","A","A","D","D","D","D","D","D","D","D","A","D","A","A","C","D","A","A",360471
.,.,.,0,.,.,.,.,.,.,"A","A","A","D","C","B","A","A","A","B",.,.,.,.,.,"C","A","A","A","C",40,49,"D","D","1","1","1",,"11","D","D","D","A","D","1","2","D","D",42,,,"2","2","2","2",.,0,.,.,.,0,1,"1","11",,"2",.,.,"D","A","A","D","D","D","D","D","D","A","D","A","D","A","A","C","D","A","A",360472
.,.,.,0,.,.,.,.,.,.,"A","A","A","D","C","B","A","A","A","B",.,.,.,.,.,"C","A","A","A","C",40,50,"D","D","1","1","1",,"12","D","D","D","A","D","1","1","D","D",44,,,"2","2","2","2",.,0,.,.,.,0,2,"2","39","3","2",.,.,"D","A","A","D","D","D","D","D","D","D","D","A","D","A","A","C","D","A","A",360472
.,.,.,765,10000,.,.,.,.,.,"A","A","A","D","D","B","B","B","B","B",.,.,.,.,.,"B","B","B","B","B",45,40,"D","D","5","1","4",,"10","D","D","D","A","D","1","1","D","D",49,,,"2","2","2","2",.,0,.,.,.,0,1,"1","39","3","2",.,.,"D","A","B","D","D","D","D","D","D","D","D","A","D","A","A","B","D","A","A",360481
.,.,.,727,9500,.,.,.,.,.,"A","A","A","D","D","B","B","B","B","B",.,.,.,.,.,"B","B","B","B","B",35,40,"D","D","5","1","4",,"10","D","D","D","A","D","1","2","D","D",48,,,"2","2","2","2",.,0,.,.,.,0,2,"2","39","3","2",.,.,"D","A","B","D","D","D","D","D","D","D","D","A","D","A","A","B","D","A","A",360481
.,.,.,.,.,.,.,.,.,.,"A","A","A","A","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",.,.,"A","A",,"5","4",,,"A","D","D","A","A","1","1","D","D",7,,,,,,,.,.,.,.,.,.,3,"4",,,,.,.,"D","A","A","A","A","A","A","D","A","A","A","A","A","A","A","A","A","A","A",360481
.,.,.,765,10000,.,.,.,.,.,"A","A","A","D","D","B","B","B","B","B",.,.,.,.,.,"B","B","B","B","B",45,40,"D","D","5","1","4",,"10","D","D","D","A","D","1","1","D","D",49,,,"2","2","2","2",.,0,.,.,.,0,1,"1","39","3","2",.,.,"D","A","B","D","D","D","D","D","D","D","D","A","D","A","A","B","D","A","A",360482
.,.,.,727,9500,.,.,.,.,.,"A","A","A","D","D","B","B","B","B","B",.,.,.,.,.,"B","B","B","B","B",35,40,"D","D","5","1","4",,"10","D","D","D","A","D","1","2","D","D",48,,,"2","2","2","2",.,0,.,.,.,0,2,"2","39","3","2",.,.,"D","A","B","D","D","D","D","D","D","D","D","A","D","A","A","B","D","A","A",360482
.,.,.,.,.,.,.,.,.,.,"A","A","A","A","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",.,.,"A","A",,"5","4",,,"A","D","D","A","A","1","1","D","D",7,,,,,,,.,.,.,.,.,.,3,"4",,,,.,.,"D","A","A","A","A","A","A","D","A","A","A","A","A","A","A","A","A","A","A",360482
.,.,2000,4590,60000,.,.,.,.,.,"A","A","D","D","D","B","B","B","A","B",.,.,.,.,.,"C","C","C","A","C",45,52,"D","D","4","1","1",,"03","D","D","D","A","D","1","1","D","D",47,,"2","2","2","2","2",.,0,.,.,2000,0,1,"1","43","3","2",.,.,"D","A","D","D","D","D","D","D","D","D","D","A","D","A","A","D","D","A","A",360491
.,.,.,3443,45000,.,.,.,.,.,"A","A","A","D","D","B","B","B","A","B",.,.,.,.,.,"C","C","C","A","C",40,52,"D","D","4","1","2",,"04","D","D","D","A","D","1","2","D","D",50,,"2","2","2","2","2",.,0,.,.,1500,0,2,"2","41","3","2",.,.,"D","A","D","D","D","D","D","D","D","D","D","A","D","A","A","D","D","A","A",360491
.,.,2000,4590,60000,.,.,.,.,.,"A","A","D","D","D","B","B","B","A","B",.,.,.,.,.,"C","C","C","A","C",45,52,"D","D","4","1","1",,"03","D","D","D","A","D","1","1","D","D",47,,"2","2","2","2","2",.,0,.,.,2000,0,1,"1","43","3","2",.,.,"D","A","D","D","D","D","D","D","D","D","D","A","D","A","A","D","D","A","A",360492
.,.,.,3443,45000,.,.,.,.,.,"A","A","A","D","D","B","B","B","A","B",.,.,.,.,.,"C","C","C","A","C",40,52,"D","D","4","1","2",,"04","D","D","D","A","D","1","2","D","D",50,,"2","2","2","2","2",.,0,.,.,1500,0,2,"2","41","3","2",.,.,"D","A","D","D","D","D","D","D","D","D","D","A","D","A","A","D","D","A","A",360492
.,.,.,1377,18000,.,.,.,.,.,"A","A","A","D","D","B","B","A","A","B",.,.,.,.,.,"C","C","A","A","C",30,39,"D","D","4","1","4",,"02","D","D","D","A","D","1","2","D","D",42,,"3","2","2","2","2",.,0,.,.,1500,0,1,"1","40","3","2",.,.,"D","A","D","D","D","D","D","D","D","D","D","A","D","A","A","D","D","A","A",360501
.,.,.,2601,34000,.,.,.,.,.,"A","A","A","D","D","B","B","A","A","B",.,.,.,.,.,"C","C","A","A","C",40,52,"D","D","3","1","4",,"15","D","D","D","A","D","1","1","D","D",43,,"7","2","2","2","2",.,0,.,.,1450,0,2,"2","40","3","2",.,.,"D","A","D","D","D","D","D","D","D","D","D","A","D","A","A","D","D","A","A",360501
.,.,.,0,.,.,.,.,.,.,"A","A","A","D","B","B","B","B","B","B",.,.,.,.,.,"B","B","B","B","B",15,52,"D","D","1","5","4",,"10","D","D","D","A","D","1","2","D","D",14,,,"2","2","2","2",.,0,.,.,.,0,3,"3","07",,,6,.,"D","A","B","D","D","D","D","D","D","A","A","A","D","A","A","B","D","D","B",360501
.,.,.,.,.,.,.,.,.,.,"A","A","A","A","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",.,.,"A","A",,"5","4",,,"A","D","D","A","A","1","2","D","D",7,,,,,,,.,.,.,.,.,.,4,"3",,,,6,.,"D","A","A","A","A","A","A","D","A","A","A","A","A","A","A","A","A","D","B",360501
.,.,.,.,.,.,.,.,.,.,"A","A","A","A","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",.,.,"A","A",,"5","4",,,"A","D","D","A","A","1","2","D","D",6,,,,,,,.,.,.,.,.,.,5,"3",,,,6,.,"D","A","A","A","A","A","A","D","A","A","A","A","A","A","A","A","A","D","B",360501
.,.,.,1377,18000,.,.,.,.,.,"A","A","A","D","D","B","B","A","A","B",.,.,.,.,.,"C","C","A","A","C",30,39,"D","D","4","1","4",,"02","D","D","D","A","D","1","2","D","D",42,,"3","2","2","2","2",.,0,.,.,1500,0,1,"1","40","3","2",.,.,"D","A","D","D","D","D","D","D","D","D","D","A","D","A","A","D","D","A","A",360502
.,.,.,2601,34000,.,.,.,.,.,"A","A","A","D","D","B","B","A","A","B",.,.,.,.,.,"C","C","A","A","C",40,52,"D","D","3","1","4",,"15","D","D","D","A","D","1","1","D","D",43,,"7","2","2","2","2",.,0,.,.,1450,0,2,"2","40","3","2",.,.,"D","A","D","D","D","D","D","D","D","D","D","A","D","A","A","D","D","A","A",360502
.,.,.,0,.,.,.,.,.,.,"A","A","A","D","B","B","B","B","B","B",.,.,.,.,.,"B","B","B","B","B",15,52,"D","D","1","5","4",,"10","D","D","D","A","D","1","2","D","D",14,,,"2","2","2","2",.,0,.,.,.,0,3,"3","07",,,6,.,"D","A","B","D","D","D","D","D","D","A","A","A","D","A","A","B","D","D","B",360502
.,.,.,.,.,.,.,.,.,.,"A","A","A","A","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",.,.,"A","A",,"5","4",,,"A","D","D","A","A","1","2","D","D",7,,,,,,,.,.,.,.,.,.,4,"3",,,,6,.,"D","A","A","A","A","A","A","D","A","A","A","A","A","A","A","A","A","D","B",360502
.,.,.,.,.,.,.,.,.,.,"A","A","A","A","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",.,.,"A","A",,"5","4",,,"A","D","D","A","A","1","2","D","D",6,,,,,,,.,.,.,.,.,.,5,"3",,,,6,.,"D","A","A","A","A","A","A","D","A","A","A","A","A","A","A","A","A","D","B",360502
.,.,.,0,.,.,.,.,.,.,"A","A","A","D","C","B","A","A","A","B",.,.,.,.,.,"C","A","A","A","C",40,52,"D","D","1","5","1",,"13","D","D","D","A","D","1","1","D","D",55,,,"2","2","2","2",.,0,.,.,.,0,1,"1","40","3","2",.,.,"D","A","A","D","D","D","D","D","D","D","D","A","D","A","A","A","D","A","A",360511
.,.,.,.,.,.,.,.,.,.,"A","A","A","A","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",.,0,"A","D",,"1","1","1",,"A","D","D","D","A","1","1","D","D",85,"1",,"2","1","2","2",12,.,.,.,.,600,2,"7","10",,,.,.,"T","D","A","D","D","D","D","D","D","A","A","D","A","C","A","A","D","A","A",360511
.,.,.,.,.,.,.,.,.,.,"A","A","A","A","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",.,0,"A","D",,"1","1","1",,"A","D","D","D","A","1","2","D","D",85,"1",,"2","1","2","2",12,.,.,.,.,600,3,"7","10",,,.,.,"T","D","A","D","D","D","D","D","D","A","A","D","A","C","A","A","D","A","A",360511
.,.,.,0,.,.,.,.,.,.,"A","A","A","D","C","B","A","A","A","B",.,.,.,.,.,"C","A","A","A","C",40,52,"D","D","1","5","1",,"13","D","D","D","A","D","1","1","D","D",55,,,"2","2","2","2",.,0,.,.,.,0,1,"1","40","3","2",.,.,"D","A","A","D","D","D","D","D","D","D","D","A","D","A","A","A","D","A","A",360512
.,.,.,.,.,.,.,.,.,.,"A","A","A","A","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",.,0,"A","D",,"1","1","1",,"A","D","D","D","A","1","1","D","D",85,"1",,"2","1","2","2",12,.,.,.,.,600,2,"7","10",,,.,.,"T","D","A","D","D","D","D","D","D","A","A","D","A","C","A","A","D","A","A",360512
.,.,.,.,.,.,.,.,.,.,"A","A","A","A","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",.,0,"A","D",,"1","1","1",,"A","D","D","D","A","1","2","D","D",85,"1",,"2","1","2","2",12,.,.,.,.,600,3,"7","10",,,.,.,"T","D","A","D","D","D","D","D","D","A","A","D","A","C","A","A","D","A","A",360512
.,.,.,573,39500,5793,.,.,.,1106,"A","A","A","D","D","D","A","A","A","D",220,.,.,.,42,"D","A","A","A","D",40,52,"D","D","2","3","4",,"04","D","D","D","A","D","1","2","D","D",64,,"2","2","2","2","2",.,0,.,.,1500,0,1,"1","40","3","2",.,.,"D","A","D","D","D","D","D","D","D","D","D","A","D","A","A","D","D","A","A",360521
.,.,.,573,39500,5793,.,.,.,1106,"A","A","A","D","D","D","A","A","A","D",220,.,.,.,42,"D","A","A","A","D",40,52,"D","D","2","3","4",,"04","D","D","D","A","D","1","2","D","D",64,,"2","2","2","2","2",.,0,.,.,1500,0,1,"1","40","3","2",.,.,"D","A","D","D","D","D","D","D","D","D","D","A","D","A","A","D","D","A","A",360522
.,.,.,2448,32000,974,.,.,.,1057,"A","A","A","D","D","D","A","A","A","D",35,.,.,.,38,"D","A","A","A","D",40,52,"D","D","1","1","1",,"06","D","D","D","A","D","1","1","D","D",28,,"2","2","2","2","2",.,0,.,.,1150,0,1,"1","40","3","2",.,.,"D","A","D","D","D","D","D","D","D","D","D","A","D","A","A","D","D","A","A",360531
.,.,.,.,.,.,.,.,.,.,"A","A","A","A","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",.,0,"A","D",,"1","1","2",,"A","D","D","D","A","1","2","D","D",29,,,"2","2","2","2",.,.,.,.,.,0,2,"2","39","3","2",.,.,"D","A","A","D","D","D","D","D","D","D","D","A","A","A","A","A","D","A","A",360531
.,.,.,.,.,.,.,.,.,.,"A","A","A","A","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",.,.,"A","A",,"5","1",,,"A","D","D","A","A","1","1","D","D",0,,,,,,,.,.,.,.,.,.,3,"3",,,,.,.,"D","A","A","A","A","A","A","D","A","A","A","A","A","A","A","A","A","A","A",360531
.,.,.,2448,32000,974,.,.,.,1057,"A","A","A","D","D","D","A","A","A","D",35,.,.,.,38,"D","A","A","A","D",40,52,"D","D","1","1","1",,"06","D","D","D","A","D","1","1","D","D",28,,"2","2","2","2","2",.,0,.,.,1150,0,1,"1","40","3","2",.,.,"D","A","D","D","D","D","D","D","D","D","D","A","D","A","A","D","D","A","A",360532
.,.,.,.,.,.,.,.,.,.,"A","A","A","A","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",.,0,"A","D",,"1","1","2",,"A","D","D","D","A","1","2","D","D",29,,,"2","2","2","2",.,.,.,.,.,0,2,"2","39","3","2",.,.,"D","A","A","D","D","D","D","D","D","D","D","A","A","A","A","A","D","A","A",360532
.,.,.,.,.,.,.,.,.,.,"A","A","A","A","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",.,.,"A","A",,"5","1",,,"A","D","D","A","A","1","1","D","D",0,,,,,,,.,.,.,.,.,.,3,"3",,,,.,.,"D","A","A","A","A","A","A","D","A","A","A","A","A","A","A","A","A","A","A",360532
.,.,.,.,.,.,.,.,.,.,"A","A","A","A","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",.,0,"A","D",,"1","2","6",,"A","D","D","D","A","1","1","D","D",75,"1",,"2","1","2","2",12,.,1670,.,.,20640,1,"1","45","2",,.,.,"D","D","A","D","D","D","D","D","D","D","A","D","A","D","A","A","D","A","A",360541
.,.,.,.,.,.,.,.,.,.,"A","A","A","A","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",.,0,"A","D",,"1","2","2",,"A","D","D","D","A","1","2","D","D",73,"1",,"2","1","2","2",12,.,682,.,.,8784,2,"2","43","2",,.,.,"D","D","A","D","D","D","D","D","D","D","A","D","A","D","A","A","D","A","A",360541
.,.,.,.,.,.,.,.,.,.,"A","A","A","A","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",.,0,"A","D",,"1","2","6",,"A","D","D","D","A","1","1","D","D",75,"1",,"2","1","2","2",12,.,1670,.,.,20640,1,"1","45","2",,.,.,"D","D","A","D","D","D","D","D","D","D","A","D","A","D","A","A","D","A","A",360542
.,.,.,.,.,.,.,.,.,.,"A","A","A","A","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",.,0,"A","D",,"1","2","2",,"A","D","D","D","A","1","2","D","D",73,"1",,"2","1","2","2",12,.,682,.,.,8784,2,"2","43","2",,.,.,"D","D","A","D","D","D","D","D","D","D","A","D","A","D","A","A","D","A","A",360542
.,.,.,2027,26500,.,.,.,.,.,"A","A","A","D","D","B","A","A","A","B",.,.,.,.,.,"C","A","A","A","C",55,52,"D","D","1","1","4",,"12","D","D","D","A","D","1","1","D","D",26,,"2","2","2","2","2",.,0,.,.,1018,0,1,"1","40","3","2",.,.,"D","A","D","D","D","D","D","D","D","D","D","A","D","A","A","D","D","A","A",360551
.,.,.,1285,16800,.,.,.,.,.,"A","A","A","D","D","B","A","A","A","B",.,.,.,.,.,"C","A","A","A","C",40,52,"D","D","1","1","4",,"04","D","D","D","A","D","1","2","D","D",31,,"2","2","2","2","2",.,0,.,.,648,0,2,"2","43","3","2",.,.,"D","A","D","D","D","D","D","D","D","D","D","A","D","A","A","D","D","A","A",360551
.,.,.,.,.,.,.,.,.,.,"A","A","A","A","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",.,.,"A","A",,"5","4",,,"A","D","D","A","A","1","1","D","D",2,,,,,,,.,.,.,.,.,.,3,"3",,,,.,.,"D","A","A","A","A","A","A","D","A","A","A","A","A","A","A","A","A","A","A",360551
.,.,.,2027,26500,.,.,.,.,.,"A","A","A","D","D","B","A","A","A","B",.,.,.,.,.,"C","A","A","A","C",55,52,"D","D","1","1","4",,"12","D","D","D","A","D","1","1","D","D",26,,"2","2","2","2","2",.,0,.,.,1018,0,1,"1","40","3","2",.,.,"D","A","D","D","D","D","D","D","D","D","D","A","D","A","A","D","D","A","A",360552
.,.,.,1285,16800,.,.,.,.,.,"A","A","A","D","D","B","A","A","A","B",.,.,.,.,.,"C","A","A","A","C",40,52,"D","D","1","1","4",,"04","D","D","D","A","D","1","2","D","D",31,,"2","2","2","2","2",.,0,.,.,648,0,2,"2","43","3","2",.,.,"D","A","D","D","D","D","D","D","D","D","D","A","D","A","A","D","D","A","A",360552
.,.,.,.,.,.,.,.,.,.,"A","A","A","A","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",.,.,"A","A",,"5","4",,,"A","D","D","A","A","1","1","D","D",2,,,,,,,.,.,.,.,.,.,3,"3",,,,.,.,"D","A","A","A","A","A","A","D","A","A","A","A","A","A","A","A","A","A","A",360552
