"BSNSX","FARMX","IRAX","JSSDEDX","WAGEX","ANFEDTXX","ANGVX","ANPVTX","ANRRX","ANSTATXX","BSNSX_","FARMX_","IRAX_","JSSDEDX_","WAGEX_","ANFE_TXX","ANGVX_","ANPVTX_","ANRRX_","ANST_TXX","FEDTXX","GVX","PVTX","RRX","STATXX","FEDTXX_","GVX_","PVTX_","RRX_","STATXX_","HRSPERWK","WKS_WRKD","HRSP_RWK","WKS__RKD","EMPLTYPE","MARITAL","ORIGIN","WHYNOWRK","OCCULIST","EMPL_YPE","MARITAL_","ORIGIN_","WHYN_WRK","OCCU_IST","RACE","SEX","RACE_","SEX_","AGE","MEMBNO","CU_CODE1","EDUCA","IN_COLL","ARM_FORC","SCHLNCHX","SCHLNCHQ","ANYSSINC","ANYRAIL","SS_RRX","MEDICARE","SS_RRQ","US_SUPP","STA_SUPP","SUPPX","GROSPAYX","PAYPERD","SLFEMPSS","SOCRRX","AGE_","CU_C_DE1","EDUCA_","IN_COLL_","ARM__ORC","ANYS_INC","ANYRAIL_","MEDI_ARE","US_SUPP_","STA__UPP","PAYPERD_","SCHL_CHX","SCHL_CHQ","SS_RRX_","SS_RRQ_","SUPPX_","GROS_AYX","SLFE_PSS","SOCRRX_","NEWID"
.,.,.,0,.,.,.,.,.,.,"A","A","A","D","C","B","B","A","A","B",.,.,.,.,.,"C","C","A","A","C",70,52,"D","D","2","1","4",,"03","D","D","D","A","D","1","1","D","D",36,1,"1","43","3","2",.,.,"2","2",.,,.,"2","2",.,.,"2",0,0,"D","D","D","D","D","D","D","A","D","D","D","A","A","A","A","A","C","D","D",280551
.,.,.,.,.,.,.,.,.,.,"A","A","A","A","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",.,0,"A","D",,"1","4","2",,"A","D","D","D","A","1","2","D","D",36,2,"2","39","3","2",.,.,"2","2",.,,.,"2","2",.,.,,.,0,"D","D","D","D","D","D","D","A","D","D","A","A","A","A","A","A","A","A","D",280551
.,.,.,.,.,.,.,.,.,.,"A","A","A","A","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",.,.,"A","A",,"5","4",,,"A","D","D","A","A","1","1","D","D",5,3,"3",,,,.,.,,,.,,.,,,.,.,,.,0,"D","D","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","D",280551
.,.,.,.,.,.,.,.,.,.,"A","A","A","A","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",.,.,"A","A",,"5","4",,,"A","D","D","A","A","1","1","D","D",1,4,"3",,,,.,.,,,.,,.,,,.,.,,.,0,"D","D","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","D",280551
.,.,.,0,.,.,.,.,.,.,"A","A","A","D","C","B","B","A","A","B",.,.,.,.,.,"C","C","A","A","C",70,52,"D","D","2","1","4",,"03","D","D","D","A","D","1","1","D","D",36,1,"1","43","3","2",.,.,"2","2",.,,.,"2","2",.,.,"2",0,0,"D","D","D","D","D","D","D","A","D","D","D","A","A","A","A","A","C","D","D",280552
.,.,.,.,.,.,.,.,.,.,"A","A","A","A","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",.,0,"A","D",,"1","4","2",,"A","D","D","D","A","1","2","D","D",36,2,"2","39","3","2",.,.,"2","2",.,,.,"2","2",.,.,,.,0,"D","D","D","D","D","D","D","A","D","D","A","A","A","A","A","A","A","A","D",280552
.,.,.,.,.,.,.,.,.,.,"A","A","A","A","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",.,.,"A","A",,"5","4",,,"A","D","D","A","A","1","1","D","D",5,3,"3",,,,.,.,,,.,,.,,,.,.,,.,0,"D","D","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","D",280552
.,.,.,.,.,.,.,.,.,.,"A","A","A","A","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",.,.,"A","A",,"5","4",,,"A","D","D","A","A","1","1","D","D",1,4,"3",,,,.,.,,,.,,.,,,.,.,,.,0,"D","D","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","D",280552
.,.,.,.,.,.,.,.,.,.,"A","A","A","A","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",.,0,"A","D",,"2","4","1",,"A","D","D","D","A","1","2","D","D",77,1,"1","39","3",,.,.,"1","2",898,"1",12,"2","2",.,.,,.,11322,"D","D","D","D","A","D","D","D","D","D","A","A","A","D","D","A","A","A","D",280561
.,.,.,.,.,.,.,.,.,.,"A","A","A","A","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",.,0,"A","D",,"2","4","1",,"A","D","D","D","A","1","2","D","D",77,1,"1","39","3",,.,.,"1","2",898,"1",12,"2","2",.,.,,.,11322,"D","D","D","D","A","D","D","D","D","D","A","A","A","D","D","A","A","A","D",280562
.,.,3600,4055,53000,7444,3389,.,.,.,"A","A","D","D","D","D","D","A","A","A",626,285,.,.,.,"D","D","A","A","A",55,30,"D","D","3","3","3",,"02","D","D","D","A","D","2","1","D","D",56,1,"1","44","3","2",.,.,"2","2",.,,.,"2","2",.,4457,"3",0,0,"D","D","D","D","D","D","D","A","D","D","D","A","A","A","A","A","D","D","D",280571
.,.,3600,4055,53000,7444,3389,.,.,.,"A","A","D","D","D","D","D","A","A","A",626,285,.,.,.,"D","D","A","A","A",55,30,"D","D","3","3","3",,"02","D","D","D","A","D","2","1","D","D",56,1,"1","44","3","2",.,.,"2","2",.,,.,"2","2",.,4457,"3",0,0,"D","D","D","D","D","D","D","A","D","D","D","A","A","A","A","A","D","D","D",280572
.,.,.,1760,23000,.,.,.,.,.,"A","A","A","D","D","B","A","B","A","B",.,.,26,.,.,"C","A","D","A","C",40,52,"D","D","3","1","1",,"08","D","D","D","A","D","1","1","D","D",62,1,"1","41","3","2",.,.,"2","2",.,,.,"2","2",.,.,"2",0,0,"D","D","D","D","D","D","D","A","D","D","D","A","A","A","A","A","C","D","D",280581
.,.,.,1224,16000,.,.,.,.,.,"A","A","A","D","D","B","A","B","A","B",.,.,.,.,.,"C","A","C","A","C",40,52,"D","D","3","1","1",,"04","D","D","D","A","D","1","2","D","D",58,2,"2","40","3","2",.,.,"2","2",.,,.,"2","2",.,1400,"3",0,0,"D","D","D","D","D","D","D","A","D","D","D","A","A","A","A","A","D","D","D",280581
.,.,.,1607,21000,.,.,.,.,.,"A","A","A","D","D","B","A","B","A","B",.,.,.,.,.,"C","A","C","A","C",40,52,"D","D","3","1","1",,"08","D","D","D","A","D","1","1","D","D",24,3,"3","41","3","2",.,.,"2","2",.,,.,"2","2",.,.,"2",0,0,"D","D","D","D","D","D","D","A","D","D","D","A","A","A","A","A","C","D","D",280581
.,.,.,.,.,.,.,.,.,.,"A","A","A","A","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",.,0,"A","D",,"1","1","3",,"A","D","D","D","A","1","2","D","D",24,4,"5","40","1","2",.,.,"2","2",.,,.,"2","2",.,.,,.,0,"D","D","D","D","D","D","D","A","D","D","A","A","A","A","A","A","A","A","D",280581
.,.,.,.,.,.,.,.,.,.,"A","A","A","A","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",.,.,"A","A",,"5","1",,,"A","D","D","A","A","1","2","D","D",6,5,"4",,,,.,4,,,.,,.,,,.,.,,.,0,"D","D","A","A","A","A","A","A","A","A","A","C","D","A","A","A","A","A","D",280581
.,.,.,.,.,.,.,.,.,.,"A","A","A","A","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",.,.,"A","A",,"5","1",,,"A","D","D","A","A","1","2","D","D",4,6,"4",,,,.,.,,,.,,.,,,.,.,,.,0,"D","D","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","D",280581
.,.,.,1760,23000,.,.,.,.,.,"A","A","A","D","D","B","A","B","A","B",.,.,26,.,.,"C","A","D","A","C",40,52,"D","D","3","1","1",,"08","D","D","D","A","D","1","1","D","D",62,1,"1","41","3","2",.,.,"2","2",.,,.,"2","2",.,.,"2",0,0,"D","D","D","D","D","D","D","A","D","D","D","A","A","A","A","A","C","D","D",280582
.,.,.,1224,16000,.,.,.,.,.,"A","A","A","D","D","B","A","B","A","B",.,.,.,.,.,"C","A","C","A","C",40,52,"D","D","3","1","1",,"04","D","D","D","A","D","1","2","D","D",58,2,"2","40","3","2",.,.,"2","2",.,,.,"2","2",.,1400,"3",0,0,"D","D","D","D","D","D","D","A","D","D","D","A","A","A","A","A","D","D","D",280582
.,.,.,1607,21000,.,.,.,.,.,"A","A","A","D","D","B","A","B","A","B",.,.,.,.,.,"C","A","C","A","C",40,52,"D","D","3","1","1",,"08","D","D","D","A","D","1","1","D","D",24,3,"3","41","3","2",.,.,"2","2",.,,.,"2","2",.,.,"2",0,0,"D","D","D","D","D","D","D","A","D","D","D","A","A","A","A","A","C","D","D",280582
.,.,.,.,.,.,.,.,.,.,"A","A","A","A","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",.,0,"A","D",,"1","1","3",,"A","D","D","D","A","1","2","D","D",24,4,"5","40","1","2",.,.,"2","2",.,,.,"2","2",.,.,,.,0,"D","D","D","D","D","D","D","A","D","D","A","A","A","A","A","A","A","A","D",280582
.,.,.,.,.,.,.,.,.,.,"A","A","A","A","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",.,.,"A","A",,"5","1",,,"A","D","D","A","A","1","2","D","D",6,5,"4",,,,.,4,,,.,,.,,,.,.,,.,0,"D","D","A","A","A","A","A","A","A","A","A","C","D","A","A","A","A","A","D",280582
.,.,.,.,.,.,.,.,.,.,"A","A","A","A","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",.,.,"A","A",,"5","1",,,"A","D","D","A","A","1","2","D","D",4,6,"4",,,,.,.,,,.,,.,,,.,.,,.,0,"D","D","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","D",280582
.,.,.,.,.,.,.,.,.,.,"A","A","A","A","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",.,0,"A","D",,"2","3","1",,"A","D","D","D","A","2","2","D","D",77,1,"1","39","3",,.,.,"1","2",828,"1",12,"2","2",.,.,,.,10482,"D","D","D","D","A","D","D","D","D","D","A","A","A","D","D","A","A","A","D",280591
.,.,.,.,.,.,.,.,.,.,"A","A","A","A","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",.,0,"A","D",,"2","3","1",,"A","D","D","D","A","2","2","D","D",77,1,"1","39","3",,.,.,"1","2",828,"1",12,"2","2",.,.,,.,10482,"D","D","D","D","A","D","D","D","D","D","A","A","A","D","D","A","A","A","D",280592
32000,.,.,4896,.,.,.,.,.,.,"D","A","A","D","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",35,52,"D","D","5","1","1",,"10","D","D","D","A","D","1","1","D","D",62,1,"1","39","3","2",.,.,"2","2",.,,.,"2","2",.,.,,4896,0,"D","D","D","D","D","D","D","A","D","D","A","A","A","A","A","A","A","D","D",280601
.,.,.,1836,24000,.,.,.,.,.,"A","A","A","D","D","B","A","A","A","A",.,.,.,.,.,"C","A","A","A","A",40,52,"D","D","1","1","1",,"04","D","D","D","A","D","1","2","D","D",53,2,"2","40","3","2",.,.,"2","2",.,,.,"2","2",.,2000,"3",0,0,"D","D","D","D","D","D","D","A","D","D","D","A","A","A","A","A","D","D","D",280601
32000,.,.,4896,.,.,.,.,.,.,"D","A","A","D","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",35,52,"D","D","5","1","1",,"10","D","D","D","A","D","1","1","D","D",62,1,"1","39","3","2",.,.,"2","2",.,,.,"2","2",.,.,,4896,0,"D","D","D","D","D","D","D","A","D","D","A","A","A","A","A","A","A","D","D",280602
.,.,.,1836,24000,.,.,.,.,.,"A","A","A","D","D","B","A","A","A","A",.,.,.,.,.,"C","A","A","A","A",40,52,"D","D","1","1","1",,"04","D","D","D","A","D","1","2","D","D",53,2,"2","40","3","2",.,.,"2","2",.,,.,"2","2",.,2000,"3",0,0,"D","D","D","D","D","D","D","A","D","D","D","A","A","A","A","A","D","D","D",280602
.,.,.,.,.,.,.,.,.,.,"A","A","A","A","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",.,0,"A","D",,"3","1","2",,"A","D","D","D","A","1","2","D","D",37,1,"1","10",,"2",.,.,"1","2",1299,"2",12,"2","2",.,.,,.,15588,"D","D","D","A","D","D","D","D","D","D","A","A","A","D","D","A","A","A","D",280611
.,.,.,.,.,.,.,.,.,.,"A","A","A","A","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",.,0,"A","D",,"5","1","3",,"A","D","D","D","A","1","2","D","D",18,2,"3","11",,"2",.,.,"2","2",.,,.,"2","2",.,.,,.,0,"D","D","D","A","D","D","D","A","D","D","A","A","A","A","A","A","A","A","D",280611
.,.,.,.,.,.,.,.,.,.,"A","A","A","A","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",.,0,"A","D",,"5","1","3",,"A","D","D","D","A","1","2","D","D",15,3,"3","08",,,.,.,"2","2",.,,.,"2","2",.,.,,.,0,"D","D","D","A","A","D","D","A","D","D","A","A","A","A","A","A","A","A","D",280611
.,.,.,.,.,.,.,.,.,.,"A","A","A","A","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",.,0,"A","D",,"5","1","3",,"A","D","D","D","A","1","1","D","D",14,4,"3","06",,,.,.,"2","2",.,,.,"2","2",.,.,,.,0,"D","D","D","A","A","D","D","A","D","D","A","A","A","A","A","A","A","A","D",280611
.,.,.,.,.,.,.,.,.,.,"A","A","A","A","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",.,.,"A","A",,"5","1",,,"A","D","D","A","A","1","2","D","D",1,5,"4",,,,.,.,,,.,,.,,,.,.,,.,0,"D","D","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","D",280611
.,.,.,.,.,.,.,.,.,.,"A","A","A","A","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",.,.,"A","A",,"5","1",,,"A","D","D","A","A","1","1","D","D",4,6,"3",,,,.,.,,,.,,.,,,.,.,,.,0,"D","D","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","D",280611
.,.,.,.,.,.,.,.,.,.,"A","A","A","A","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",.,.,"A","A",,"5","1",,,"A","D","D","A","A","1","2","D","D",0,7,"3",,,,.,.,,,.,,.,,,.,.,,.,0,"D","D","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","D",280611
.,.,.,.,.,.,.,.,.,.,"A","A","A","A","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",.,0,"A","D",,"3","1","2",,"A","D","D","D","A","1","2","D","D",37,1,"1","10",,"2",.,.,"1","2",1299,"2",12,"2","2",.,.,,.,15588,"D","D","D","A","D","D","D","D","D","D","A","A","A","D","D","A","A","A","D",280612
.,.,.,.,.,.,.,.,.,.,"A","A","A","A","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",.,0,"A","D",,"5","1","3",,"A","D","D","D","A","1","2","D","D",18,2,"3","11",,"2",.,.,"2","2",.,,.,"2","2",.,.,,.,0,"D","D","D","A","D","D","D","A","D","D","A","A","A","A","A","A","A","A","D",280612
.,.,.,.,.,.,.,.,.,.,"A","A","A","A","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",.,0,"A","D",,"5","1","3",,"A","D","D","D","A","1","2","D","D",15,3,"3","08",,,.,.,"2","2",.,,.,"2","2",.,.,,.,0,"D","D","D","A","A","D","D","A","D","D","A","A","A","A","A","A","A","A","D",280612
.,.,.,.,.,.,.,.,.,.,"A","A","A","A","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",.,0,"A","D",,"5","1","3",,"A","D","D","D","A","1","1","D","D",14,4,"3","06",,,.,.,"2","2",.,,.,"2","2",.,.,,.,0,"D","D","D","A","A","D","D","A","D","D","A","A","A","A","A","A","A","A","D",280612
.,.,.,.,.,.,.,.,.,.,"A","A","A","A","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",.,.,"A","A",,"5","1",,,"A","D","D","A","A","1","2","D","D",1,5,"4",,,,.,.,,,.,,.,,,.,.,,.,0,"D","D","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","D",280612
.,.,.,.,.,.,.,.,.,.,"A","A","A","A","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",.,.,"A","A",,"5","1",,,"A","D","D","A","A","1","1","D","D",4,6,"3",,,,.,.,,,.,,.,,,.,.,,.,0,"D","D","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","D",280612
.,.,.,.,.,.,.,.,.,.,"A","A","A","A","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",.,.,"A","A",,"5","1",,,"A","D","D","A","A","1","2","D","D",0,7,"3",,,,.,.,,,.,,.,,,.,.,,.,0,"D","D","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","D",280612
12000,.,.,2479,8400,.,.,.,.,.,"D","A","A","D","D","B","A","A","A","B",.,.,.,.,.,"C","A","A","A","C",40,49,"D","D","5","5","4",,"01","D","D","D","A","D","4","1","D","D",26,1,"1","43","3","2",.,.,"2","2",.,,.,"2","2",.,1100,"1",1836,0,"D","D","D","D","D","D","D","A","D","D","D","A","A","A","A","A","D","D","D",280621
.,.,.,612,8000,.,.,.,.,.,"A","A","A","D","D","B","A","A","A","B",.,.,.,.,.,"C","A","A","A","C",30,48,"D","D","1","5","1",,"04","D","D","D","A","D","1","2","D","D",22,2,"9","43","2","2",.,.,"2","2",.,,.,"2","2",.,500,"2",0,0,"D","D","D","D","D","D","D","A","D","D","D","A","A","A","A","A","D","D","D",280621
12000,.,.,2479,8400,.,.,.,.,.,"D","A","A","D","D","B","A","A","A","B",.,.,.,.,.,"C","A","A","A","C",40,49,"D","D","5","5","4",,"01","D","D","D","A","D","4","1","D","D",26,1,"1","43","3","2",.,.,"2","2",.,,.,"2","2",.,1100,"1",1836,0,"D","D","D","D","D","D","D","A","D","D","D","A","A","A","A","A","D","D","D",280622
.,.,.,612,8000,.,.,.,.,.,"A","A","A","D","D","B","A","A","A","B",.,.,.,.,.,"C","A","A","A","C",30,48,"D","D","1","5","1",,"04","D","D","D","A","D","1","2","D","D",22,2,"9","43","2","2",.,.,"2","2",.,,.,"2","2",.,500,"2",0,0,"D","D","D","D","D","D","D","A","D","D","D","A","A","A","A","A","D","D","D",280622
.,.,.,.,.,.,.,.,.,.,"A","A","A","A","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",.,0,"A","D",,"1","4","1",,"A","D","D","D","A","1","1","D","D",78,1,"1","43","3",,.,.,"1","2",958,"1",12,"2","2",.,.,,.,12042,"D","D","D","D","A","D","D","D","D","D","A","A","A","D","D","A","A","A","D",280631
.,.,.,.,.,.,.,.,.,.,"A","A","A","A","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",.,0,"A","D",,"1","4","1",,"A","D","D","D","A","1","2","D","D",78,2,"2","43","3",,.,.,"1","2",614,"1",12,"2","2",.,.,,.,7914,"D","D","D","D","A","D","D","D","D","D","A","A","A","D","D","A","A","A","D",280631
.,.,.,.,.,.,.,.,.,.,"A","A","A","A","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",.,0,"A","D",,"1","4","1",,"A","D","D","D","A","1","1","D","D",78,1,"1","43","3",,.,.,"1","2",958,"1",12,"2","2",.,.,,.,12042,"D","D","D","D","A","D","D","D","D","D","A","A","A","D","D","A","A","A","D",280632
.,.,.,.,.,.,.,.,.,.,"A","A","A","A","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",.,0,"A","D",,"1","4","1",,"A","D","D","D","A","1","2","D","D",78,2,"2","43","3",,.,.,"1","2",614,"1",12,"2","2",.,.,,.,7914,"D","D","D","D","A","D","D","D","D","D","A","A","A","D","D","A","A","A","D",280632
.,.,.,2066,27000,.,.,.,.,.,"A","A","A","D","D","B","A","A","A","B",.,.,.,.,.,"B","A","A","A","B",35,49,"D","D","1","1","1",,"17","D","D","D","A","D","1","1","D","D",66,1,"1","04",,,.,.,"1","2",900,"2",2,"2","2",.,500,"1",0,1800,"D","D","D","A","A","D","D","D","D","D","D","A","A","D","D","A","D","D","D",280641
.,.,.,.,.,.,.,.,.,.,"A","A","A","A","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",.,0,"A","D",,"1","1","2",,"A","D","D","D","A","1","2","D","D",62,2,"2","05",,"2",.,.,"2","2",.,,.,"2","2",.,.,,.,0,"D","D","D","A","D","D","D","A","D","D","A","A","A","A","A","A","A","A","D",280641
.,.,.,2066,27000,.,.,.,.,.,"A","A","A","D","D","B","A","A","A","B",.,.,.,.,.,"B","A","A","A","B",35,49,"D","D","1","1","1",,"17","D","D","D","A","D","1","1","D","D",66,1,"1","04",,,.,.,"1","2",900,"2",2,"2","2",.,500,"1",0,1800,"D","D","D","A","A","D","D","D","D","D","D","A","A","D","D","A","D","D","D",280642
.,.,.,.,.,.,.,.,.,.,"A","A","A","A","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",.,0,"A","D",,"1","1","2",,"A","D","D","D","A","1","2","D","D",62,2,"2","05",,"2",.,.,"2","2",.,,.,"2","2",.,.,,.,0,"D","D","D","A","D","D","D","A","D","D","A","A","A","A","A","A","A","A","D",280642
.,.,.,1262,16500,1107,.,501,.,185,"A","A","A","D","D","D","A","D","A","D",42,.,19,.,7,"D","A","D","A","D",40,50,"D","D","1","3","1",,"11","D","D","D","A","D","1","2","D","D",41,1,"1","38",,"2",.,.,"2","2",.,,.,"2","2",.,626,"1",0,0,"D","D","D","A","D","D","D","A","D","D","D","A","A","A","A","A","D","D","D",280651
.,.,.,689,9000,1420,.,.,.,373,"A","A","A","D","D","D","A","B","A","D",118,.,.,.,31,"D","A","C","A","D",40,12,"D","D","1","4","1",,"13","D","D","D","A","D","1","1","D","D",49,2,"9","39","3","2",.,.,"2","2",.,,.,"2","2",.,748,"1",0,0,"D","D","D","D","D","D","D","A","D","D","D","A","A","A","A","A","D","D","D",280651
.,.,.,.,.,.,.,.,.,.,"A","A","A","A","A","A","A","A","A","A",.,.,.,.,.,"A","A","A","A","A",.,.,"A","A",,"5","1",,,"A","D","D","A","A","1","2","D","D",13,3,"3",,,,10,4,,,.,,.,,,.,.,,.,0,"D","D","A","A","A","A","A","A","A","A","A","D","D","A","A","A","A","A","D",280651
.,.,.,1262,16500,1107,.,501,.,185,"A","A","A","D","D","D","A","D","A","D",42,.,19,.,7,"D","A","D","A","D",40,50,"D","D","1","3","1",,"11","D","D","D","A","D","1","2","D","D",41,1,"1","38",,"2",.,.,"2","2",.,,.,"2","2",.,626,"1",0,0,"D","D","D","A","D","D","D","A","D","D","D","A","A","A","A","A","D","D","D",280652
